Name,Imported table,Total
St. Gabriel,"Wayne M. Roy,Nancy T. Broussard,Melvin Lodge,Lloyd Big Red Snowten,Deborah R. Debbie Alexander,Flora J. Danielfield,""Freddie Carl Frazier, Sr."",Ralph Big Guy Johnson",8
Hodge,"Troy L. Smith,Gerry Mims,Buiel L. Magee,Quenton Causey,Geraldine Causey,Simmie T. Slim Brown,Johnny Shively,Hal M. Mims,James C. Jimmy Culpepper,Randal Harrington,Carla Smith,Travis Hall",12
Eros,"Bart Waggoner,Candace Candy Myers,Glen Tullos,Elizabeth Irene Baugh,Amy Costin,Melba Creech,Melba Jean Creech,Glenda Tullos,Bill Wheelis",9
Chatham,"Martha Chambless,Wayne Mosley,Herman Lenard,Mike Wilson,Claudean M. Cartwright,Toni Malone,Laverne Mixon,Sue Proffer,Frances B. Womack",9
East Hodge,"Fred Ford,Dorothy Flowers Jones,Preston Traxler",3
North Hodge,"Phillip Moffett,Sarah Allen Fitzpatrick",2
Harahan,"Anthony Behan,Paul D. Johnston,Provino Vinny Mosca,Tim Walker,Rebecca M. Olivier,Paul D. Johnston,Peter Dale,Timothy Baudier,Lawrence Landry,Provino Vinny Mosca,Cindy Murray,Tiffany Scot Wilken",12
Avondale,"Michele P. Holmes,Eugene Fitchue,""James D. Cooper, Sr.""",3
Lafitte,"Etta S. Licciardi,Charlie R. Kerner,Timothy P. Kerner,Mary Jo Hargis,Barry Bartholomew,Barry D. Bartholomew,Christy Creppel,Shirley Guillie,Calvin Butch Lebeau,Verna Teta Smith",10
Roanoke,Jason J. Bouley,1
Fenton,"Clarence Talbert,""Eddie B. Alfred, Jr."",Luther Sam Alfred,""Eddie Alfred, Sr."",Fred Arclies,Mary Jones",6
Lacassine,Lee Adam Landry,1
Galliano,"Michael Martin,""Harris Chuckie Cheramie, Jr."",Donald Vizier,Lois L. Gautreaux,Carl A. Doucet",5
Gheens,"Lindel Toups,Julie Breaux",2
Cut Off,"Rodney Doucet,Jon Callais,Al Archer,Larry Paul Pitre,Perry Gisclair,Jimmy T Jim Lafont,Johnny Melancon,Ervin Vin Bruce",8
Golden Meadow,"Daniel Lorraine,Lawrence Mounic,""Wilbert Collins, Sr."",Larry J. Griffin,Joey Bouziga,Randy Chiasson,David Dave Adams,Mike Billiot,Frank Boura,Jody P. Cheramie,Priscilla Mounic",11
Olla,"Alban Poole,Charles Buddy Poole,Howard Coach McCarty,Eddie Coolman,Debbie W. Chisolm,Leroy Westbrooks,John W. Stott,Wanda Love,Gary W. Taylor,Wayne Bates,Donnie Cupples,Sidney Emfinger,Jeffrey Lasiter,Renee Peppers Thomas",14
Urania,"Jerry M. Harris,Jay Ivy,Terri Corley,Wayne Corley,Dawn Blackwell,Dawn Book,Patrick McDougald,""Jesse Powers, Jr."",Stacie P. Strain",9
Trout,"Jack Zeagler,Ron G. Carr,Charles Flaherty,J. Clyde Crooks,Paul Smith",5
Tullos,"Fred Book,Leland Guin,""James W. Arbogast, Jr."",Lance B. Coleman,Greg Davis,Darwin Fife,Q. F. Fritz Sagdahl",7
Grambling,"Lola Owens,Hazel D. Hunter,Mattie M. Harrison,Eddie Milton Jones,Richard J. Gallot,Ta'Darren Smokey Jackson,Martha Woodard Andrus,Alvin Bradley,Toby B. Bryan,""Roosevelt Bryant, Jr."",Roy L. Jackson,Edward R. Jones",12
Dubach,"Mary Jane Stearns,Mike Franklin,Michael J. Barmore,Barbra Barmore,Prentis Barmore,Margaret Rogers,Russell Croxton,Vallie Carrico,Reuben Sparks,Mary Alice Billberry,Davie Powell,Hattie Graham,Keith Brasuell,""Walter Carpenter, Jr."",Thomas P. Smith",15
Choudrant,"David Hammons,James Jim Kessler,Steve Moore,Jack C. Pipes,Bill Sanderson,Bobby Joe Milner,Ragan Aswell,Geraline Skip Morrison,""John O'Neal, Jr.""",9
Holden,"George Slaght,Clinton Clint Mitchell,James Jimmy Alford,Leroy Owens",4
Maurepas,"Lena Bitsy Balfantz,Carroll Wayne Bates",2
Killian,"Gillis Windham,""Jerry J.J. Barnum, Jr."",Peter W. Bock,""Vince Deliberto, Jr.""",4
French Settlement,"Toni Guitrau,""Harry G. Brignac, Sr."",Sean M. Guitrau,Teresa Miller,Glen Newell",5
Port Vincent,"Laura Sanders Savoy,David Carter,Jeffrey Scotty Martone,Johnnie J.J. Page",4
Delta,"Robert Ott,Marvin Ashley,Katherine Davis,Donald L. Frith",4
Richmond,"""Robert Kivett, Sr."",Jimmy Lopez,Tommy E. Wixson",3
MeRouge,Sylvia Reese,1
Oak Ridge,"Joel Fitch,Ben E. Sonny Baker,Andy Barham,Eugene H. Allen,""Neil Woodard Mott, III"",""Clint E. Shepard, II""",6
Jones,"Kitty R. Johnson,Derl R. Johnson",2
Bonita,"Floyd Baker,Ezekiel Pete Anderson,Richard D. Polk,Ada Sherrer",4
Natchez,"Larry Paige,Fred Jacobs,Rosia Humphery,McKindley Hoover,Henry D. Braxton,Shelia F. Braxton,Henrietta Byrd,Gerald Wayne Johnson,Edna Jones",9
Goldonna,"Johnny Martin,Verna Martin Bedgood,Rodney Bedgood,Ben Dupree,Daniel Dupree,Reed Franklin,Tammy M. Griffin",7
Campti,"Tom Collier,Patrice T. Harper,Monty Trichel,Judy LeBrum Daniels,Gregory Antonio Eldridge,Mary Donaway Collins,""Fredrick J. Fisher, Sr."",Claudine Hill,Anthony Reliford,Joyce A. Roberson",10
Robeline,"Jessie Hoffpauir,Carroll Daniels,Craig Rachal,Shelia Pleasant Cagle,Tommy O'Con,Gordon O'Con,Randall Bockstanz,Ronnie French,Ann Moran",9
Clarence,"Cecil Walker,Bobby Braxton,Darrell Fredieu,Jamie Ragan Alexander,""Frank Mitchell, Jr."",Natonya Pikes",6
Bermuda,Emile E. Metoyer,1
Cloutierville,"Rhonda Sanders,Bobby Carter",2
Ashland,"W. Gahagan Lee,Fred Holland,Wayne Best,Vincent Bown,Carol Doyle",5
Powhatan,"Margie Davenport,""Raymond J. Hymes, Jr."",O. V. Hall,""Robert Lilly, Jr."",Hardrick Rivers",5
Provencal,"Randy Dupree,Harry M. Voigt,Francine W. Cook,Ray Gandy,W. E. O'Bannon",5
Fairbanks,Gerald R. York,1
Richwood,"Simeon Profit,Lavern Hester,Leo Kelly,Leola Goins Keys,Lavenia McKinley",5
Sterlington,"Vern Breland,Barry Bonner,Caesar Velasquez,Ladd Williams,Steve Johnson",5
Port Sulphur,"""Amos Cormier, III"",E. W. Duffy LaVigne,Burghart H. Turner,""Carlton M. LaFrance, Sr."",Paul Lemaire,Lorne L. Boo Landry,Mary Lou Everage,Andria Pal Barthelemy,Mary Jo Hebert",9
Braithwaite,"Don Beshel,""Michael Wade Jiles, Sr."",Mary Seibert,Eugene White,Hilry Thomas",5
Buras,"John Jay Friedman,Lynda G. Banta,William F. Mertz,Chuck Soileau,Martha Sue Callais Cook",5
Venice,Marla Fisher Cooper,1
Phoenix,"""Herbert Williams, Jr.""",1
Pointe-ala-Hache,"Chadwick J. Encalade,Byron L. Encalade",2
Boothville,"Robert Hot Rod Kruithof,Bobbie Gaubert-Holland",2
Oscar,Madeleine Caillet,1
Batchelor,"Allen S. Monk,John Sassy Pourciau,Debbie Collins,Sharon Carroll Hebert,Charles Hop Hopkins",5
Jarreau,"Glenn Ray Cline,Stacie P. Myers,Randy L. Pourciau",3
Lakeland,"Melanie Miss Mel Bueche,Anita LeJeune,Leona J. Jarreau",3
Livonia,"Kurt J. Jarreau,James Bado Cline,John H. Cline,Ronald A. Ron Pourciau,Christopher Scotty LeJeune,Troy Chustz,Brad E. Joffrion,James Lil Buck Bergeron,Keith Davidson,John Terry Jarreau,Barbara A. LeJeune,James Rhett Pourciau",12
Fordoche,"Joseph Bozo Bergeron,Floyd J. Meche,Justin K. Cox,""Fred Gueho, Jr."",Teddy Gros,Corey E. Gueho,Randy St. Romain,Don Sonnier,Scott Boner Wright",9
Morganza,"Brandon Bergeron,""George Molex, III"",S. J. Boobie Tuminello,Carmella N. Guedry,Mitch Langlois,Stephanie A. Savoy",6
Lettsworth,"Charles Chuck Lemoine,Matt Hartford",2
Lottie,Lillian L. Montgomery,1
Libuse,"""George Bennett, Jr.""",1
Tioga,"""Wilton Barrios, Jr.""",1
Elmer,"Al Davis,Margaruette H. Beard",2
Lecompte,"Mike Herrin,Kermit Bowman,Frank J. Spears,Gregory Greg Clark,Virginia L. Bailey,Debbie Charlene Davis,Melford Jones,Leroy Kirk,Teena Satcher",9
Cheneyville,"Edward M. Beaver,John Buddie Guillory,Reginald Reggie Allen,Charles Wesley Allen,Mickey Allen,Charles L. Collins,Ollie Crittle,Derrick Johnson",8
Glenmora,"Paula Brady,Darrell Rodriguez,""Matt A. Martin, III"",Hershel Williamson,Joe Coach Rivers,Bennie L. Coker,Malcolm L. English,Willie E. Moore,Clyde Myers,""Howard Shaw, Jr."",Mark Snyder,Billy E. Billings,Billy Brian Goree",13
Sieper,"Carolyn N. Holt,Clyde W. George",2
Lena,"Raymond E. Cupples,Jason T. Beebe",2
McNary,"""Don Parker, II"",Barbara Billings",2
Hall Summit,"Lary Wimberly,""Charles Loftin, Jr."",Barbara A. Moore,Antony Thomas",4
Archibald,"Kenneth M. McKay,Jim Archibald,Terry L. Gwin",3
Hebert,Brenda S. Daniels,1
Fisher,"J. M. Bucky Slay,Susan Slay,""Lamar Thomas, Jr."",Amy Johnson,Johnnie Maxie,Terry Pantalion",6
Noble,"Rebecca V. Procell,Harold L. Stewart,Donald Garcie,Harvey L. Nichols,Gary Mark Rivers,Pat Ebarb,Terry H. Ebarb,Amy E. Remedies,Janice C. Rike",9
Converse,"Jerry W. McDonald,""Donnie F. Sistrunk, Sr."",Robert Bob Brumley,Troy H. Terrell,John Brock,Rita Gale Anderson,Cade Brumley,Ken Norman",8
Zwolle,"Albert Ezernack,James W. Jim House,Roger Lopez,Marvin Frazier,Carolyn Cutright,Martha Rivers Henderson,Donald H. Hootie Remedies,Rich Remedies,Allen Rivers",9
Pleasant Hill,"Nolan Patrick,Jack H. Sanders,LaJuana Williams Mosley,Betty Sue Thomas,Ray Williams,Glenn Arnold,Walter Lee,Dorothy T. Spencer",8
Belmont,Lovell Knowles,1
Paradis,"""Donald Lichenstein, III"",Philip Strother,C. H. Sonny Savoie,Donnie White",4
Des Allemands,"""Richard Dufrene, Jr."",Paul J. Hogan,Lloyd L.J. Frickey",3
Montz,"Marcus M. Lambert,Marcus M. Lambert",2
Hahnville,"Gregory C. Greg Champagne,""Charles Charlie Oubre, Jr."",""Billy Raymond, Sr."",Ellis Alexander,Edna Campbell-Bridges,Rose P. LeGaux",6
Boutte,"Terry Authement,Steve Crovetto",2
St. Rose,"Larry Cochran,John L. Smith,Julie P. Carmouche,Stephen Black",4
Pine Grove,"Mark R. Harrell,Frank E. Johnson",2
Kentwood,"Bonnie McMillan,Myrtie N. Wofford,Wesley Blades,Doug Watson,""Alton Al Travis, Jr."",Spencer Lee McMillan,""Paul B. Alford, Sr."",Margaret Jackson Smith,Tom Tolar,Ann A. Smith,Robert E. Potts,David Sellers,Kathy Dale Forrest,Edwina V. Ballard,Quentin D. Hookfin,Dickie Blades,Harold J. Smith,James R. Rimes,Myrtle Cook,Carlton S. Faller,Irma Thompson Gordon,Michael Mike Hall,Jimbo Slaven",23
Montpelier,"""Bryan Edward Dykes, Sr."",Gerald O'Malley,Jason Barber,""Brad Davis, Sr."",Kenneth G. Giardina",5
Lutcher,"""Dale Hymel, Jr."",Wilbur Reynaud,Randall C. Poche,""Dale Hymel, Jr."",Jason P. Amato,Kenneth J. Foret,""Arthur M. Coach Harper, Jr."",Rowdy Kennard Scott,Dwan Bowser,Dwan B. Bowser,Otis J. Schexnayder,""Floyd A. Marshall, Sr."",Patrick P. St. Pierre,Dustin Chip Roussel",14
Hester,J. Petit,1
St.James,"Rita M. Cooper,Patricia Heary Ducy Schexnayder,Trina Folse Moll,""Sylvester J. Syl Winchester, Sr.""",4
Convent,"""Willy J. Martin, Jr."",""Edmond E. Kinler, Jr."",""Ralph A. Patin, Jr."",""George Nassar, Jr."",""Lionel Felton, Sr."",Johnnie Shorty",6
Gramercy,"Elwyn Bocz,Diana B. Cantillo,Mary Rodrigue Walker,Milton Bud Lambert,Ronald Shine Boudreaux,Herman Bourgeois,Kat Bocz,Rubenstein Mitchell Clark,Keyojuan L. Gant,Betty Cooper Coleman,John Doucet,""Alvin Shark St. Pierre, Jr.""",12
Mt. Airy,Elexia O. Henderson,1
Port Barre,"Willie J. Godchaux,Grantt Guillory,Hurlin Dupre,Ronald Carriere,Liz Hutchins Ferguson,Carl Hardy,""Gil Savoy, Jr."",Deon Boudreaux,Keith LeJeune,Ken TUSI Marks,Richard Mobile,Paula Roberts Sharkey,Bobby Soileau",13
Sunset,"Anna M. Hammons,Pam Gautreau,Kyle C. Boss,Ronald Dugas,Cecil LaVergne,Alexcie Guillory,Heath Treadway,Bernice Richard Smith,Joseph Ewell Meche,""Dalton Bulla Belson, Jr."",Charles Cha-Cha James,Melanie White,Shaterral Terra Johnson,Kevin J. Colligan,Bart Daigle,Camille Junior Menard",16
Cankton,"Donald Don Menard,Scurdy Menard,Susan Menard",3
Palmetto,"Marx Sonny Budden,""Larry O. Moore, Sr."",""Jeff Benhard, II"",David Krull,Debra Lynn Coulon,Judy S. Dupre,Nelene Guidroz",7
Grand Coteau,"Robert E. Fruge,Gail Lark,Margaret R. Coco,Pamela V. Barriere,Wilton Guidry,John Lewis,John T-John Slaughter",7
Krotz Springs,"Geraldine Gerry Schexnayder,Gary Soileau,Wanda Susie Lacassin,Keith Ardoin,William Bill Bryson,Tony Collette,Mary Lou Lacassin,Donald Williams",8
Lebeau,"Geneva Motte Lemon,Ellis Peyton",2
Melville,"Jeffery Bodeen Rose,Pam Cannatella,John McKeel,Marshall Bertrand,Veronica Connie LeBlanc,Denise Oliney Rose,Ed Triplett,Christine M. Vaughns",8
Lawtell,Eddie Chalk Thibodeaux,1
Leonville,"""Joel Lanclos, Jr."",Dalton Pemo Brown,Brandon Gil,Kerry J. Willingham",4
Parks,"Mike Huval,John Dugas,Charlotte Gary Gauthier,Kevin J. Kately,Harold Kellogg Robertson",5
Cecilia,Mark Hebert,1
Henderson,"Sherbin Collette,Leroy Guidry,Samantha LeBlanc,Don LeGrand,Jody Meche,Ray Robin,Michael Theriot",7
Baldwin,"""Paul P. Naquin, Jr."",""Edward Payton, Jr."",Benny J. Druilhet,Wayne J. Breaux,Mike J. Caesar,""Herbert E. Druilhet, Jr."",H. Gene St. Germain,Mike Lancelin,Clarence A. Vappie",9
Centerville,"David Hanagriff,Wayne J. Deslatte,David A. Comeaux",3
Amelia,"Chuck Walters,Tracy V. Duval",2
Berwick,"Michael E. Mike Taylor,Marketia R. Arthur,Jonathan J.P. Henry,Louis A. Ratcliff,""Duval H. Arthur, Jr."",Penny Crappell,Troy M. Lombardo,Damon Robison,""Edgar Thomas, Jr.""",9
Charenton,Donald Sonny Compton,1
Bush,"Gary Cooper,Tim Garlick,James PeeWee Kahl,Tilman Pete King,Woody Crawford",5
Sun,"Barbara Gibson,Burrell Mullett,William M. Rivers,Will Talley",4
Tickfaw,"""John Henry Wright, Sr."",H. G. Buddy Ridgel,Danny Ridgel,Anthony Tony Lamonte,Jimmy L. Sparacello,Toni Jean Abene Basso,Ron Tanis,Preston Watts",8
Roseland,"Tennis Rick,Wanda Yodie McCoy,Donnie Hammons,Yvette Brooks,Jerrol W. Jones,Van L. Showers,Sandra W. Turner,Ruthie L. Vernon",8
Natalbany,"Al Link,Terri M. Crosby",2
Robert,Richard Z. Morse,1
Tangipahoa,"Michael Jackson,Richard F. Banks,Mona Mary Downs,Dawn Gray,Eddie Myers",5
Pontchatoula,Carla Heisser,1
Newellton,"""Emmett L. Adams, Jr."",Danny Clark,Larry W. Foster,""James E. Kelly, Sr."",Glen McCarty,Jack W. McMillian,Johnny Gales,Timothy Turner,Edwin Britt,Billy Mitchell,Mattie Sampson,Carroll Fuller",12
Waterproof,"William Trevillion,""Carl Frank Olds, Sr."",""Woodrow W. Wiley, Jr."",Arthur L. Johnson,Doug Miller,Bobby D. Higginbotham,Edna J. Cooper,Elizabeth Cooper,George Taylor,""Lionel Travers, Jr.""",10
Gray,Teri Cavalier,1
Dulac,Clayton J. Voisin,1
Montegut,"Pete Lambert,""Louis J. Riche, III"",""William B. J. Underwood, III""",3
Gibson,"Horace Johnson,Lloyd Gibson,Floyd A. Trahan",3
Schriever,L. J. Schexnayder,1
Marion,"Lanny Parker,Alvin Allen,Jimmy Hollis,John E. Ellis,Kenneth W. Franklin,Mark Dodd,Johnny B. Gilliam,Eugene Bubba Hoggatt,Ralph D. Holley,Ann D. Miller,Danny A. Smith",11
Spearsville,"Michael Holley,Kevin Doster,Bob Shoemaker,John B. Rhodes,Betty B. Barron,John R. Rhodes,Peggy Rockett",7
Lillie,"""Isaac M. Lee, Jr."",""A. J. Ford, Jr."",Joseph Larry,""Jarrell Wilson, Sr.""",4
Erath,"Rodney Simon,Robert B. Vincent,Mark Poche,Errol J. Domingues,Gerald W. Butaud,Chris Mayard,Ricky J. Broussard,""Perry Bourgeois, Jr."",Roland Suire,Eric John Toups,Paul Poche,Fabian J. Hulin,George Dupuis,Gerald Hebert,Carl Co Co Broussard,Billy Cormier,Robert T-Bob Domingues,John Earl LeBlanc,Donald Menard",19
Maurice,"Dane Hebert,Kenneth Keno Picard,Jessie J. Fabre,Charles J. Hebert,Robert H. Bob Ferguson,Warren Rost,Troy Catalon,Darin Desormeaux,Gary J. Villien",9
Gueydan,"Leon Broussard,Bill Searle,Tim LeBlanc,Grayson Benoit,Craig Bob Hensgens,Stoney P. Broussard,David Dupuis,Claudette Simon Price,Jude D. Reese,Gale Smith,Scott Vallo",11
Anacoco,"Pete Dowden,Ricky Reese,Rodney Haymon,Roger Smart,Leroy Cooley,Randall Bryan,Howard Keith Lewing,Archie Martin,LaVerne Miers",9
Evans,"Tommy McMahon,John Bonner,Bobby Minion",3
Rosepine,"Gaye W. McKee,Bruce Ward,James Dennis Parrott,Damon Johnson,Daniel Martinez,Billy N. Owens",6
Leander,Ruby Oleta Boswell,1
Simpson,"Thomas Tommy Jackson,Roger Bennett,""Houston Tully Burns, Jr."",Gerald Cooley,Neva Knight",5
Angie,"Kelvin D. May,Randy Thomas,Freddie H. Jefferson,Chris Lewis,Lavon Seals,David Scott,John Dawsey,Paris C. Sumrall,""Gilbert Hartzog, Jr."",Gilbert Ball,Roxie Fornea,Bryan Stogner,Kimberly Suzi Kennedy,Rhonda Smith",14
Mt. Hermon,"Beryl Schilling,Dan Slocum,Larry Miller,""Colston Martin, Jr.""",4
Varnado,"Randy Country Seal,Mary S. Adams,Louis Adams,James L. Jimmy Ezell",4
Heflin,"Cynthia Klimkiewicz,Steven G. Steve Ramsey,""Larry J. Toland, Sr."",Marsha Toland,Betty Blake,Paul B. Migues,Todd Leake,Catherine Cathy Lee,Robert Stachowicz",9
Springhill,"Gerald Holland,Charles Jacobs,T. Bruce Blanton,Jimmy D. Thomas,Daniel G. Thomas,""John B. SLATTERY, Jr."",Morris McClary,Alan Stanford,Malachi Ridgel,Carroll Breaux,Ronnie Coleman,Edward Bankhead,""Johnny Craig, Jr."",Robert Hilburn,Gary Montgomery,Ray Huddleston",16
Sarepta,"Michael Corley,Doris B. Cheatham,Charles Strong,E. L. Edwards,""Bill Fields, Jr."",Gary Sullivan,Peggy Adkins,Michael A. Corley,Jeff Franklin,Anthony L. Mullins,Jeff Slack",11
Cotton Valley,"Jerry Hayes,C. C. Cat Cox,Ouida Garner,Comerdis Phillips,Terry C. Brown,Adam Hurley,Charlene Lewis,Arnese A. Parish,Evelyn Parish,Chris Williams",10
Sibley,"Pam Hillidge,W. Greg Stinson,Jimmy Williams,Jeremy Robinson,Wayne Bolton,Doyle Chanler,""Richard W. Davis, Sr."",John Langford,""Robert Smart, Jr.""",9
Doyline,"Hunt Powell,Charles R. Walker,Penny Estes Long,Cleveland Bradfield,""Robby Hayden, Jr."",Betty Ballard,Billy M. Reeves,Ronnie G. Watson",8
Shongaloo,"Steve Duggan,Bruce Williams,Lisa Duggan,R. Glenn Johnston,George Hardaway,Tony Pipkin,Donnie Morgan,Joe Morgan,Kathy Pipkin,Ann Sexton",10
Dubberly,"Steve Lemmons,Michelle Pittman,Roy Milton Wells,W.C. Curtis Hirth,Charles E. Mims,John Brown,Douglas Culpepper,Lynn Pittman-Cooley",8
Cullen,"Bobby Washington,Mary Ann Hoof,Barbara T. Green,Tarcus Hawthorne,Dexter Turner,Floydean White",6
Dixie Inn,Pauline Fontenot,1
Brusly,"George Skipper Grady,""Keith K. Keedy Washington, Sr."",Atley D. Walker,H. Gil Banta,Charles Zalfen,Joey Normand,Jamie Whaley,David Shane Andre,Joanne C. Bourgeois,James Landess Hebert,Thomas Olinde",11
Addis,"Riley Pee Wee Berthelot,Randal Mouch,Cynthia Mouch Crochet,Thomas Glenn Prejean,Rhonda LeBlanc Kelley,Carroll P. Bourgeois,Richard Alton Ricky Anderson,Wilson Hook Cazes,Lance Yogi Gauthreaux,Joseph Blackie Landry,Russell Rusty Parrish,David H. Toups",12
Bueche,"Gary Sprout Spillman,Michael Mike Maranto",2
Erwinville,"James Ducote,James Jimmy Womack,Vorise Miller",3
Oak Grove,"Lisa Cox Reardon,Jerry Philley,Kay S. Bolding,DeAnna Smith,Noli C. Guinigundo,Bill Ellerbe,Jack L. Madden,Eugene Pop Crosby,Eddie Russell,Kathy McAllister,J. Kelly Coleman,""J. T. Martin, Sr."",Raymond Desselle,Jerry M. Gathings,Bobby R. Lee,Vendal W. Fairchild,Cecil Wayne Jones,Nell Chambless,Lavelle Brown,James R. Bob Smith,Kent Elkins,Noel Haynes,Jim Holland,Robert McFarlin,""W. B. Russell, Jr.""",25
Pioneer,"Doris Varner,Annette Sullivan King,Tammy Thompson Hartley,Sonia Reiter,Michael Henderson,Tamra Deniece Gunter,Clifton Ward,Timmy Whatley",8
Kilbourne,"Connie Green,John A. Tullos,Jim Sowell,Howard Tullos,Joe Lee Allen,Billy M. Owens,Toni Prine Shumate",7
Forest,"Perry W. Brantley,Michael Wayne Jones,Theresa G. Brantley,Charles Buddy Dukes,Edward McKaskle,Bobbie J. Wise",6
Tunica,Billy D. Shoemake,1
Solitude,James A. Jimmy White,1
Sikes,"Puckett Willis,""Gary Michael Mickey Parker,"",Kaye Frances Willis,Kenneth Ray Womack,Reba P. Berry,Michael Riffe,Rita Wroten",7
St. Maurice,Phillip Evans,1
Dodson,"Kirk Miles,Joe Lynn Browning,Shirley Tubbs,Nelda Murphy,Ernest Tubbs,Loyd E. Vines,Vernon Pat Ashley,Verna Hollingsworth,Karla Shively,Deidre Knapp Stapleton",10
Joyce,"Dewayne Sanders,David E. Procell,Kenneth Spangler",3
Atlanta,"Rodger Smith,Jenny Geisman,John T. Williams,Horace Ray Teal,""Raymond V. Whittington, Sr."",Angela G. Hanson,C.O. Spikes,Deborah Whittington",8
Calvin,"A. D. Abels,Bob Carpenter,Ronald D. Canerday,Bobby D. Canerday,Jeff Canerday,Mike Carpenter",6
